Key	Parent key	Code	TitleEn									Title
109077	107392	83111600	Mobile communications services									خدمات ارتباطات سیار
109078	109077	83111601	Telecommunication signal enhancement network services									خدمات شبکه تقویت سیگنال
109079	109077	83111602	Satellite or earth communication systems services									خدمات سیستم‌های ارتباطات ماهواره‌ای یا زمینی
109080	109077	83111603	Cellular telephone services									خدمات تلفن همراه
109081	109077	83111604	Paging services									خدمات پیجینگ
109082	107392	83111700	Facsimile and telegraph services									خدمات فکس و تلگراف
109083	109082	83111701	Facsimile transmission services									خدمات ارسال فکس
109084	109082	83111702	Telegraph transmission services									خدمات ارسال تلگراف
109085	109082	83111703	Telex transmission services									خدمات ارسال تلکس
109086	107392	83111800	Television services									خدمات تلویزیون
109087	109086	83111801	Cable television services									خدمات تلویزیون کابلی
109088	109086	83111802	Closed circuit television services									خدمات تلویزیون مداربسته
109089	109086	83111803	Television antenna construction or rental services									خدمات ساخت یا اجاره آنتن تلویزیون
109090	109086	83111804	Television broadcasting station management									مدیریت ایستگاه پخش تلویزیون
109091	107392	83111900	Radio services									خدمات رادیویی
109092	109091	83111901	Radio broadcasting station management									مدیریت ایستگاه پخش رادیو
109093	109091	83111902	Amateur radio networks or services									شبکه‌ها یا خدمات رادیو آماتور
109094	109091	83111903	Small scale radio systems									سیستم‌های رادیویی کوچک
109095	109091	83111904	Radio studio or equipment services									خدمات استودیو یا تجهیزات رادیویی
109096	107395	83121500	Libraries									کتابخانه‌ها
109097	109096	83121501	General municipal public use libraries									کتابخانه‌های عمومی شهری
109098	109096	83121502	College or university libraries									کتابخانه‌های دانشگاهی
109099	109096	83121503	Privately owned libraries									کتابخانه‌های خصوصی
109100	109096	83121504	National government or military post libraries									کتابخانه‌های دولتی یا نظامی
109101	107395	83121600	Information centers									مراکز اطلاعات
109102	109101	83121601	Chambers of Commerce									اتاق‌های بازرگانی
109103	109101	83121602	Tourism board services									خدمات هیئت گردشگری
109104	109101	83121603	Computerized information retrieval systems									سیستم‌های بازیابی اطلاعات رایانه‌ای
109105	109101	83121604	Online database information retrieval systems									سیستم‌های بازیابی اطلاعات پایگاه داده آنلاین
109106	109101	83121605	Remote database information retrieval services									خدمات بازیابی اطلاعات پایگاه داده از راه دور
109107	107395	83121700	Mass communication services									خدمات ارتباط جمعی
109108	109107	83121701	Television related services									خدمات مرتبط با تلویزیون
109109	109107	83121702	Radio related services									خدمات مرتبط با رادیو
109110	109107	83121703	Internet related services									خدمات مرتبط با اینترنت
109111	109107	83121704	Citizen warning systems									سیستم‌های هشدار شهروندی
109112	107397	84101500	Development assistance									کمک توسعه
109113	109112	84101501	Financial assistance									کمک مالی
109114	109112	84101502	Savings mobilization programs									برنامه‌های تجهیز پس‌انداز
109115	109112	84101503	Guarantee agreements									قراردادهای تضمینی
109116	107397	84101600	Aid financing									تامین مالی کمک
109117	109116	84101601	Co financing									تامین مالی مشترک
109118	109116	84101602	Bi lateral or multi lateral aid									کمک دوجانبه یا چندجانبه
109119	109116	84101603	Non governmental aid									کمک غیردولتی
109120	109116	84101604	Government aid									کمک دولتی
109121	107397	84101700	Debt management									مدیریت بدهی
109122	109121	84101701	Debt negotiation									مذاکره بدهی
109123	109121	84101702	Debt reorganization									بازسازی بدهی
109124	109121	84101703	Debt servicing									پرداخت بدهی
109125	107398	84111500	Accounting services									خدمات حسابداری
109126	109125	84111501	Cost accounting service									خدمات حسابداری بهای تمام شده
109127	109125	84111502	Financial accounting service									خدمات حسابداری مالی
109128	109125	84111503	Tax accounting service									خدمات حسابداری مالیاتی
109129	109125	84111504	Bookkeeping services									خدمات دفترداری
109130	109125	84111505	Payroll accounting services									خدمات حسابداری حقوق و دستمزد
109131	109125	84111506	Billing services									خدمات صدور صورت‌حساب
109132	107398	84111600	Audit services									خدمات حسابرسی
109133	109132	84111601	Year end audits									حسابرسی پایان سال
109134	109132	84111602	Quarterly reviews									بررسی‌های فصلی
109135	109132	84111603	Internal audits									حسابرسی داخلی
109136	107398	84111700	Corporate finance									مالی شرکتی
109137	109136	84111701	Treasury services									خدمات خزانه‌داری
109138	109136	84111702	Investor relations services or programs									خدمات یا برنامه‌های ارتباط با سرمایه‌گذاران
109139	109136	84111703	Budget preparation or review services									خدمات تهیه یا بررسی بودجه
109140	107398	84111800	Taxation issues and preparation									مسائل و تهیه مالیات
109141	109140	84111801	Tax preparers									تهیه‌کنندگان مالیات
109142	109140	84111802	Tax advisory services									خدمات مشاوره مالیاتی
109143	107399	84121500	Banking institutions									موسسات بانکی
109144	109143	84121501	Privately owned banks									بانک‌های خصوصی
109145	109143	84121502	Publicly owned banks									بانک‌های دولتی
109146	109143	84121503	Credit unions									اتحادیه‌های اعتباری
109147	109143	84121504	Development finance institutions									موسسات مالی توسعه
109148	107399	84121600	Funds transfer and clearance and exchange services									خدمات انتقال و تسویه و تبادل وجوه
109149	109148	84121601	Funds clearance services									خدمات تسویه وجوه
109150	109148	84121602	Letter of credit services									خدمات اعتبار اسنادی
109151	109148	84121603	Currency exchange services									خدمات صرافی
109152	109148	84121604	Spot exchange transaction services									خدمات معاملات نقدی ارز
109153	109148	84121605	Currency conversion service									خدمات تبدیل ارز
109154	107399	84121700	Investment advice									مشاوره سرمایه‌گذاری
109155	109154	84121701	Investment advisers									مشاوران سرمایه‌گذاری
109156	109154	84121702	Investment policy									سیاست سرمایه‌گذاری
109157	109154	84121703	Investment analysis									تحلیل سرمایه‌گذاری
109158	109154	84121704	Investment agreements									قراردادهای سرمایه‌گذاری
109159	107399	84121800	Securities and commodities markets services									خدمات بازار اوراق بهادار و کالا
109160	109159	84121801	Stock market trading services									خدمات معاملات بورس
109161	109159	84121802	Commodities or futures market services									خدمات بازار کالا یا آتی
109162	109159	84121803	Government bonds									اوراق قرضه دولتی
109163	109159	84121804	Privately issued bonds									اوراق قرضه خصوصی
109164	109159	84121805	Precious metals market services									خدمات بازار فلزات گرانبها
109165	107399	84121900	Mortgage banking									بانکداری رهنی
109166	109165	84121901	Housing finance									تامین مالی مسکن
109167	109165	84121902	Re financing services									خدمات تامین مالی مجدد
109168	109165	84121903	Commercial mortgage finance									تامین مالی رهنی تجاری
109169	117187	84131500	Insurance services for structures and property and possessions									خدمات بیمه سازه‌ها و اموال
109170	109169	84131501	Building or building contents insurance									بیمه ساختمان یا محتویات
109171	109169	84131502	Homeowners or renters insurance									بیمه صاحب‌خانه یا مستاجر
109172	109169	84131503	Car or truck insurance									بیمه خودرو یا کامیون
109173	109169	84131504	Cargo insurance									بیمه بار
109174	109169	84131505	Marine insurance									بیمه دریایی
109175	109169	84131506	Reinsurance services									خدمات بیمه اتکایی
109176	117187	84131600	Life and health and accident insurance									بیمه عمر و سلامت و حوادث
109177	109176	84131601	Life insurance									بیمه عمر
109178	109176	84131602	Health or hospitalization insurance									بیمه سلامت یا بستری
109179	109176	84131603	Accidental injury insurance									بیمه حوادث
109180	109176	84131604	Disability insurance									بیمه ازکارافتادگی
109181	109176	84131605	Workmens insurance									بیمه کارگران
109182	109176	84131606	Unemployment insurance									بیمه بیکاری
109183	117187	84131700	Pension funds									صندوق‌های بازنشستگی
109184	109183	84131701	Employer administered pension funds									صندوق‌های بازنشستگی کارفرما
109185	109183	84131702	Union or guild administered pension funds									صندوق‌های بازنشستگی اتحادیه‌ای
109186	117187	84131800	Retirement funds									صندوق‌های بازنشستگی
109187	109186	84131801	Self directed or employer sponsored retirement funds									صندوق‌های بازنشستگی خودگردان یا کارفرمایی
109188	109186	84131802	Self directed or self initiated retirement plans									برنامه‌های بازنشستگی خودگردان
109189	107403	84141500	Governmental credit agencies									موسسات اعتباری دولتی
109190	109189	84141501	Farm credit services									خدمات اعتبار کشاورزی
109191	109189	84141502	Small business loan agencies									موسسات وام کسب و کار کوچک
109192	109189	84141503	Minority owned business programs									برنامه‌های کسب و کار اقلیت‌ها
109193	107403	84141600	Personal credit agencies									موسسات اعتباری شخصی
109194	109193	84141601	Consumer credit gathering or reporting services									خدمات جمع‌آوری یا گزارش اعتبار مصرف‌کننده
109195	109193	84141602	Credit card service providers									ارائه‌دهندگان خدمات کارت اعتباری
109196	107403	84141700	Business credit agencies									موسسات اعتباری تجاری
109197	109196	84141701	Business credit gathering or reporting services									خدمات جمع‌آوری یا گزارش اعتبار تجاری
109198	109196	84141702	Value added network VAN services									خدمات شبکه ارزش افزوده VAN
109199	107405	85101500	Healthcare centers									مراکز بهداشتی و درمانی
109200	109199	85101501	Emergency or surgical hospital services									خدمات بیمارستان اورژانسی یا جراحی
109201	109199	85101502	Private specialized clinic services									خدمات کلینیک تخصصی خصوصی
109202	109199	85101503	Medical office services									خدمات مطب پزشکی
109203	109199	85101504	Psychiatric hospital services									خدمات بیمارستان روانپزشکی
109204	109199	85101505	Respiratory hospital services									خدمات بیمارستان تنفسی
109205	109199	85101506	Substance abuse hospital services									خدمات بیمارستان ترک اعتیاد
109207	109199	85101508	Mobile healthcare centers or services									مراکز یا خدمات بهداشتی سیار
109208	109199	85101509	Gynecological or obstetrical hospital services									خدمات بیمارستان زنان و زایمان
109209	107405	85101600	Healthcare provider support persons									نیروهای پشتیبان ارائه‌دهنده خدمات بهداشتی
109215	107405	85101700	Health administration services									خدمات مدیریت بهداشت
109216	109215	85101701	Health policy									سیاست بهداشت
109217	109215	85101702	Health legislation or regulations									قوانین یا مقررات بهداشتی
109218	109215	85101703	Health service planning									برنامه‌ریزی خدمات بهداشتی
109220	109215	85101705	Public health administration									مدیریت بهداشت عمومی
109222	109215	85101707	Health system evaluation services									خدمات ارزیابی سیستم بهداشتی
109223	107406	85111500	Contagious disease prevention and control									پیشگیری و کنترل بیماری‌های واگیر
109224	109223	85111501	Aids prevention or control services									خدمات پیشگیری یا کنترل ایدز
109225	109223	85111502	Parasitic disease prevention or control services									خدمات پیشگیری یا کنترل بیماری‌های انگلی
109226	109223	85111503	Fungal disease prevention or control services									خدمات پیشگیری یا کنترل بیماری‌های قارچی
109227	109223	85111504	Tuberculosis prevention or control services									خدمات پیشگیری یا کنترل سل
109228	109223	85111505	Leprosy prevention or control services									خدمات پیشگیری یا کنترل جذام
109229	109223	85111506	Bacterial disease prevention or control services									خدمات پیشگیری یا کنترل بیماری‌های باکتریایی
109230	109223	85111507	Sexually transmitted disease prevention or control services									خدمات پیشگیری یا کنترل بیماری‌های مقاربتی
109231	109223	85111508	Viral disease prevention or control services									خدمات پیشگیری یا کنترل بیماری‌های ویروسی
109232	109223	85111509	Zoonotic disease prevention or control services									خدمات پیشگیری یا کنترل بیماری‌های مشترک انسان و دام
109233	109223	85111510	Vaccination services									خدمات واکسیناسیون
109234	109223	85111511	Quarantine services									خدمات قرنطینه
109235	109223	85111512	Immunization services									خدمات ایمن‌سازی
109236	109223	85111513	Disinsectization services									خدمات حشره‌زدایی
109237	109223	85111514	Epidemic prevention or control services									خدمات پیشگیری یا کنترل اپیدمی
109238	107406	85111600	Non contagious disease prevention and control									پیشگیری و کنترل بیماری‌های غیرواگیر
109239	109238	85111601	Bone disease prevention or control services									خدمات پیشگیری یا کنترل بیماری‌های استخوان
109240	109238	85111602	Cancer or leukemia prevention or control services									خدمات پیشگیری یا کنترل سرطان یا لوسمی
109241	109238	85111603	Endocrine disease prevention or control services									خدمات پیشگیری یا کنترل بیماری‌های غدد
109242	109238	85111604	Heart disease prevention or control services									خدمات پیشگیری یا کنترل بیماری‌های قلبی
109243	109238	85111605	Immunologic prevention or control services									خدمات پیشگیری یا کنترل ایمونولوژیک
109244	109238	85111606	Allergies prevention or control services									خدمات پیشگیری یا کنترل آلرژی
109245	109238	85111607	Neurological disorder prevention or control services									خدمات پیشگیری یا کنترل اختلالات عصبی
109246	109238	85111608	Nutritional disease prevention or control services									خدمات پیشگیری یا کنترل بیماری‌های تغذیه‌ای
109247	109238	85111609	Radiation sickness prevention or control services									خدمات پیشگیری یا کنترل بیماری اشعه
109248	109238	85111610	Digestive system disease prevention or control services									خدمات پیشگیری یا کنترل بیماری‌های گوارشی
109249	109238	85111611	Eye disease prevention or control services									خدمات پیشگیری یا کنترل بیماری‌های چشمی
109250	109238	85111612	Respiratory disease prevention or control services									خدمات پیشگیری یا کنترل بیماری‌های تنفسی
109251	109238	85111613	Tropical disease prevention or control services									خدمات پیشگیری یا کنترل بیماری‌های گرمسیری
109252	109238	85111614	Childhood disease prevention or control services									خدمات پیشگیری یا کنترل بیماری‌های کودکان
109253	109238	85111615	Diarrheal disease prevention or control services									خدمات پیشگیری یا کنترل بیماری‌های اسهالی
109254	109238	85111616	Alcoholism prevention or control services									خدمات پیشگیری یا کنترل الکلیسم
109255	109238	85111617	Drug addiction prevention or control services									خدمات پیشگیری یا کنترل اعتیاد
109256	107406	85111700	Disease vectors management and control									مدیریت و کنترل ناقلان بیماری
109257	109256	85111701	Ticks management or control services									خدمات مدیریت یا کنترل کنه
109258	109256	85111702	Tsetse flies management or control services									خدمات مدیریت یا کنترل مگس تسه‌تسه
109259	109256	85111703	Bacteria management or control services									خدمات مدیریت یا کنترل باکتری
109260	109256	85111704	Mosquito management or control services									خدمات مدیریت یا کنترل پشه
109261	107408	85121500	Primary care practitioner services									خدمات پزشک مراقبت اولیه
109262	109261	85121501	Primary care physician home visits services									خدمات ویزیت خانگی پزشک
109263	109261	85121502	Primary care physician consultation services									خدمات مشاوره پزشک
109264	109261	85121503	Primary care physician control services									خدمات کنترل پزشک
109265	109261	85121504	Primary care physician emergency medical services									خدمات اورژانس پزشکی
109266	107408	85121600	Medical doctor specialist services									خدمات پزشک متخصص
109274	109266	85121608	Psychologist services									خدمات روانشناس
109279	109266	85121613	Pediatric services									خدمات کودکان
109281	107408	85121700	Healthcare provider specialist services									خدمات تخصصی ارائه‌دهندگان خدمات بهداشتی
109288	107408	85121800	Medical laboratories									آزمایشگاه‌های پزشکی
109289	109288	85121801	Blood analysis laboratory services									خدمات آزمایشگاه آنالیز خون
109290	109288	85121802	Bacteriological laboratory services									خدمات آزمایشگاه باکتریولوژی
109291	109288	85121803	Biological laboratory services									خدمات آزمایشگاه بیولوژی
109292	109288	85121804	Pathological laboratory services									خدمات آزمایشگاه پاتولوژی
109293	109288	85121805	Urinalysis laboratory services									خدمات آزمایشگاه ادرار
109294	109288	85121806	Neurological laboratory services									خدمات آزمایشگاه مغز و اعصاب
109295	109288	85121807	Ultrasound laboratory services									خدمات آزمایشگاه سونوگرافی
109296	109288	85121808	X ray laboratory services									خدمات آزمایشگاه اشعه ایکس
109297	109288	85121809	Blood or sperm or transplant organ banks services									خدمات بانک خون یا اسپرم یا اعضای پیوندی
109298	107408	85121900	Pharmacists									داروسازان
109299	109298	85121901	Pharmaceutical preparation services									خدمات آماده‌سازی دارویی
109300	109298	85121902	Commercial pharmaceutical services									خدمات دارویی تجاری
109301	107411	85122001	Dentist services									خدمات دندانپزشک
109302	107411	85122002	Dental hygienist services									خدمات بهداشتکار دندانپزشکی
109303	107411	85122003	Dentist support staff services									خدمات کارکنان پشتیبان دندانپزشکی
109304	107411	85122004	Oral surgeon services									خدمات جراح دهان
109305	107411	85122005	Orthodontic services									خدمات ارتودنسی
109306	107408	85122100	Rehabilitation services									خدمات توانبخشی
109307	109306	85122101	Physical therapy services									خدمات فیزیوتراپی
109308	109306	85122102	Occupational therapy services									خدمات کاردرمانی
109309	109306	85122103	Rehabilitation services for substance abuse									خدمات توانبخشی اعتیاد
109315	109306	85122109	Rehabilitation services for people with chronic disabilities									خدمات توانبخشی برای معلولان مزمن
109316	107409	85131500	Experimental medicine services									خدمات پزشکی تجربی
109322	107409	85131600	Medical ethics									اخلاق پزشکی
109327	107409	85131700	Medical science and research									علوم و تحقیقات پزشکی
109341	117165	85141500	Faith healers									درمانگران مذهبی
109346	117165	85141600	Herbal treatments									درمان‌های گیاهی
109347	109346	85141601	Herbal medicine or herbalists services									خدمات طب گیاهی
109348	109346	85141602	Algae or sea weed medical cures									درمان‌های پزشکی جلبک
109350	117165	85141700	Homeopathic practice									طب هومیوپاتی
109353	107412	85151500	Food technology									فناوری غذایی
109354	109353	85151501	Food hygiene control services									خدمات کنترل بهداشت مواد غذایی
109355	109353	85151502	Food contamination control services									خدمات کنترل آلودگی مواد غذایی
109356	109353	85151503	Food preservation management or control services									خدمات مدیریت یا کنترل نگهداری مواد غذایی
109363	107412	85151600	Nutrition issues									مسائل تغذیه‌ای
109364	109363	85151601	Nutrition programming services									خدمات برنامه‌ریزی تغذیه
109367	109363	85151604	Nutrition project evaluation									ارزیابی پروژه تغذیه
109369	109363	85151606	Nutrient deficiency control programs									برنامه‌های کنترل کمبود مواد مغذی
109371	107412	85151700	Food policy planning and aid									برنامه‌ریزی و کمک سیاست غذایی
109372	109371	85151701	Food standards									استانداردهای غذایی
109373	109371	85151702	Food aid global information or early warning systems services									خدمات اطلاعات جهانی یا هشدار اولیه کمک غذایی
109374	109371	85151703	Assessment of emergency food requirements									ارزیابی نیازهای غذایی اضطراری
109375	109371	85151704	National food intervention policy or programs									سیاست یا برنامه‌های مداخله غذایی ملی
109376	109371	85151705	Evaluation of food aid nutritional impact									ارزیابی اثر تغذیه‌ای کمک غذایی
109377	107414	86101500	Agriculture and forestry and other natural resources training services									خدمات آموزشی کشاورزی و جنگلداری و سایر منابع طبیعی
109378	109377	86101501	Agro industry vocational training									آموزش فنی صنایع کشاورزی
109379	109377	86101502	Dairy industry vocational training									آموزش فنی صنایع لبنی
109380	109377	86101503	Meat industry vocational training									آموزش فنی صنایع گوشتی
109381	109377	86101504	Agriculture vocational training services									خدمات آموزش فنی کشاورزی
109382	109377	86101505	Rural youth or farmers vocational training services									خدمات آموزش فنی جوانان روستایی یا کشاورزان
109383	109377	86101506	Forestry vocational training services									خدمات آموزش فنی جنگلداری
109384	109377	86101507	Fishery vocational training services									خدمات آموزش فنی شیلات
109385	109377	86101508	Environmental vocational training services									خدمات آموزش فنی محیط زیست
109386	109377	86101509	Natural resources vocational training services									خدمات آموزش فنی منابع طبیعی
109387	107414	86101600	Scientific vocational training services									خدمات آموزش فنی علمی
109388	109387	86101601	Computer vocational training services									خدمات آموزش فنی رایانه
109389	109387	86101602	Energy related vocational training services									خدمات آموزش فنی مرتبط با انرژی
109390	109387	86101603	Chemistry vocational training services									خدمات آموزش فنی شیمی
109391	109387	86101604	Biology vocational training services									خدمات آموزش فنی زیست‌شناسی
109392	109387	86101605	Medical vocational training services									خدمات آموزش فنی پزشکی
109393	109387	86101606	Electronics vocational training services									خدمات آموزش فنی الکترونیک
109394	109387	86101607	Telecommunications vocational training services									خدمات آموزش فنی مخابرات
109395	109387	86101608	Hydraulics vocational training services									خدمات آموزش فنی هیدرولیک
109396	109387	86101609	Industrial vocational training services									خدمات آموزش فنی صنعتی
109397	109387	86101610	Engineering vocational training services									خدمات آموزش فنی مهندسی
109398	107414	86101700	Non scientific vocational training services									خدمات آموزش فنی غیرعلمی
109399	109398	86101701	Communications vocational training services									خدمات آموزش فنی ارتباطات
109400	109398	86101702	Tourism related training									آموزش مرتبط با گردشگری
109401	109398	86101703	Library or documentation training									آموزش کتابداری یا مستندسازی
109402	109398	86101704	Procurement or supply chain training									آموزش تدارکات یا زنجیره تامین
109403	109398	86101705	Clerical training									آموزش دفتری
109404	109398	86101706	Health assistance vocational training services									خدمات آموزش فنی کمک بهداشتی
109406	109398	86101708	Literacy services									خدمات سوادآموزی
109407	109398	86101709	Safety training services									خدمات آموزش ایمنی
109408	109398	86101710	Teacher training services									خدمات تربیت معلم
109409	109398	86101711	Fire fighting training services									خدمات آموزش آتش‌نشانی
109410	109398	86101712	Handcrafts vocational training services									خدمات آموزش فنی صنایع دستی
109411	109398	86101713	Law vocational training services									خدمات آموزش فنی حقوق
109412	109398	86101714	Law enforcement vocational training services									خدمات آموزش فنی اجرای قانون
109413	109398	86101715	Road or rail transportation vocational training services									خدمات آموزش فنی حمل و نقل جاده‌ای یا ریلی
109414	109398	86101716	Shipping vocational training services									خدمات آموزش فنی کشتیرانی
109415	107414	86101800	In service training and manpower development									آموزش ضمن خدمت و توسعه نیروی انسانی
109417	109415	86101802	Re training or refreshing training services									خدمات بازآموزی
109418	109415	86101803	Vocational rehabilitation services									خدمات توانبخشی حرفه‌ای
109421	109415	86101806	Health sector manpower development									توسعه نیروی انسانی بخش بهداشت
109425	107415	86111500	Distance learning services									خدمات آموزش از راه دور
109426	109425	86111501	Distance learning guidance services									خدمات راهنمایی آموزش از راه دور
109427	109425	86111502	Distance teaching services									خدمات تدریس از راه دور
109428	109425	86111503	Certificated distance learning services									خدمات آموزش از راه دور مدرک‌دار
109429	109425	86111504	Non certificated distance learning services									خدمات آموزش از راه دور بدون مدرک
109430	109425	86111505	Distance learning assessment services									خدمات ارزیابی آموزش از راه دور
109431	107415	86111600	Adult education									آموزش بزرگسالان
109432	109431	86111601	Evening courses									دوره‌های شبانه
109433	109431	86111602	Part time adult education services									خدمات آموزش نیمه‌وقت بزرگسالان
109434	109431	86111603	Parent education									آموزش والدین
109435	107415	86111700	Language schooling									آموزش زبان
109436	109435	86111701	Conversational foreign language instruction									آموزش مکالمه زبان خارجی
109437	109435	86111702	Foreign language immersion instruction									آموزش غوطه‌وری زبان خارجی
109438	107415	86111800	Educational exchanges									تبادلات آموزشی
109439	109438	86111801	Educational exchanges between universities									تبادلات آموزشی بین دانشگاه‌ها
109440	109438	86111802	Educational exchanges between schools									تبادلات آموزشی بین مدارس
109441	107416	86121500	Elementary and secondary schools									مدارس ابتدایی و متوسطه
109446	107416	86121600	Junior colleges									دانشکده‌های دوساله
109447	109446	86121601	Community colleges									دانشکده‌های محلی
109448	109446	86121602	Technical institutes									موسسات فنی
109449	107416	86121700	University and colleges									دانشگاه‌ها و دانشکده‌ها
109450	109449	86121701	Undergraduate programs									برنامه‌های کارشناسی
109451	109449	86121702	Postgraduate programs									برنامه‌های تحصیلات تکمیلی
109452	107416	86121800	Professional schools									مدارس حرفه‌ای
109453	109452	86121802	Theological seminaries									حوزه‌های علمیه
109454	109452	86121803	Technical professional schools									مدارس حرفه‌ای فنی
109455	109452	86121804	Non technical professional schools									مدارس حرفه‌ای غیرفنی
109456	107417	86131500	Fine arts									هنرهای زیبا
109457	109456	86131501	Theater studies									مطالعات تئاتر
109458	109456	86131502	Painting									نقاشی
109459	109456	86131503	Sculpture									مجسمه‌سازی
109460	109456	86131504	Media studies									مطالعات رسانه
109461	107417	86131600	Music and drama									موسیقی و نمایش
109462	109461	86131601	Music schools									مدارس موسیقی
109463	109461	86131602	Dance education									آموزش رقص
109464	109461	86131603	Drama studies									مطالعات نمایش
109465	107417	86131700	Driving and flying and sailing									رانندگی و خلبانی و قایقرانی
109466	109465	86131701	Vehicle driving schools services									خدمات آموزشگاه رانندگی
109469	107417	86131800	Military education									آموزش نظامی
109472	109469	86131803	Military police training									آموزش پلیس نظامی
109474	107417	86131900	Schools for people with disabilities									مدارس افراد دارای معلولیت
109479	107418	86141500	Educational guidance services									خدمات راهنمایی آموزشی
109480	109479	86141501	Educational advisory services									خدمات مشاوره آموزشی
109483	107418	86141600	Students organizations									سازمان‌های دانش‌آموزی
109487	107418	86141700	Educational technology									فناوری آموزشی
109489	109487	86141702	Audio visual technology									فناوری سمعی و بصری
109490	109487	86141703	Computer programmed instruction									آموزش برنامه‌ریزی شده رایانه‌ای
109491	109487	86141704	Library or documentation services									خدمات کتابخانه یا مستندسازی
109492	107420	90101500	Eating and drinking establishments									مراکز خوردن و آشامیدن
109493	109492	90101501	Restaurants									رستوران‌ها
109494	109492	90101502	Bars									بارها
109495	109492	90101503	Fast food establishments									فست‌فودها
109496	109492	90101504	On street food vendors									دست‌فروش‌های خیابانی
109497	107420	90101600	Banquet and catering services									خدمات ضیافت و پذیرایی
109498	109497	90101601	Banquet facilities									تسهیلات ضیافت
109499	109497	90101602	Party tent services									خدمات چادر مهمانی
109500	109497	90101603	Catering services									خدمات پذیرایی
109501	109497	90101604	Construction or work site catering services									خدمات پذیرایی کارگاه ساختمانی
109502	107420	90101700	Cafeteria services									خدمات کافه‌تریا
109503	109502	90101701	On site cafeteria management									مدیریت کافه‌تریای محل
109504	107420	90101800	Carryout and takeaway services									خدمات بیرون‌بر
109505	109504	90101801	Professionally prepared carryout meals									غذاهای بیرون‌بر حرفه‌ای
109506	109504	90101802	Delivered meals services									خدمات ارسال غذا
109507	107421	90111500	Hotels and motels and inns									هتل‌ها و متل‌ها و مهمان‌پذیرها
109508	109507	90111501	Hotels									هتل‌ها
109509	109507	90111502	Lodges or resorts									اقامتگاه‌ها یا استراحتگاه‌ها
109510	109507	90111503	Bed and breakfast inns									مهمان‌پذیرهای تخت و صبحانه
109511	109507	90111504	Cottage rental services									خدمات اجاره کلبه
109512	107421	90111600	Meeting facilities									تسهیلات جلسات
109513	109512	90111601	Conference centers									مراکز همایش
109514	109512	90111602	Videoconferencing facilities									تسهیلات ویدئوکنفرانس
109515	109512	90111603	Meeting or banquet rooms									اتاق‌های جلسات یا ضیافت
109516	107421	90111700	Camping and wilderness facilities									تسهیلات کمپینگ و طبیعت
109517	109516	90111701	Campsites									محوطه‌های کمپینگ
109518	109516	90111702	Government owned parks									پارک‌های دولتی
109519	109516	90111703	Recreational vehicle campsite facilities									تسهیلات کمپینگ خودروهای تفریحی
109520	107422	90121500	Travel agents									آژانس‌های مسافرتی
109522	109520	90121502	Travel agencies									آژانس‌های مسافرتی
109524	107422	90121600	Travel document assistance									کمک در اسناد مسافرتی
109525	109524	90121601	Passport services									خدمات گذرنامه
109526	109524	90121602	Visa or auxiliary document services									خدمات ویزا یا اسناد کمکی
109527	107422	90121700	Guides and interpreters									راهنمایان و مترجمان
109572	107427	91101500	Spa and workout and rejuvenation facilities									تسهیلات اسپا و ورزش و بازسازی
109573	109572	91101501	Health or fitness clubs									باشگاه‌های سلامتی یا بدنسازی
109595	107428	91111500	Laundering services									خدمات شستشو
109597	109595	91111502	Laundry services									خدمات خشکشویی
109600	107428	91111600	Household assistance and care									کمک و مراقبت خانگی
109604	107428	91111700	Consumer buying and bartering services									خدمات خرید و مبادله کالا
109608	107428	91111800	Personal item care and storage									نگهداری و انبار وسایل شخصی
109613	107428	91111900	Personal care services									خدمات مراقبت شخصی
109618	107430	92101500	Police services									خدمات پلیس
109619	109618	92101501	Policing services									خدمات پلیسی
109620	109618	92101502	Special weapons and tactics SWAT or riot teams									تیم‌های ویژه SWAT یا ضدشورش
109621	109618	92101503	Community outreach programs									برنامه‌های ارتباط با جامعه
109622	109618	92101504	Crime deterrence programs									برنامه‌های پیشگیری از جرم
109623	107430	92101600	Fire services									خدمات آتش‌نشانی
109624	109623	92101601	Municipal or national firefighting services									خدمات آتش‌نشانی شهری یا ملی
109625	109623	92101602	Volunteer fire department services									خدمات آتش‌نشانی داوطلبانه
109626	109623	92101603	Fire prevention services									خدمات پیشگیری از آتش‌سوزی
109627	109623	92101604	Forest or wilderness firefighting services									خدمات آتش‌نشانی جنگل
109628	107430	92101700	Jail and prison system									سیستم زندان
109629	109628	92101701	Jail or prison or penitentiary services									خدمات زندان
109630	109628	92101702	Youth camps or facilities services									خدمات اردوگاه‌های جوانان
109631	109628	92101703	Half way house services									خدمات خانه‌های میان‌راهی
109632	109628	92101704	Mentally impaired criminal facilities									تسهیلات مجرمان دارای اختلال روانی
109633	107430	92101800	Court system									سیستم قضایی
109639	107430	92101900	Rescue services									خدمات نجات
109640	109639	92101901	Search and rescue teams									تیم‌های جستجو و نجات
109641	109639	92101902	Ambulance services									خدمات آمبولانس
109642	109639	92101903	Life saving helicopter services									خدمات هلیکوپتر نجات
109643	109639	92101904	Lifeguard services for pool or beach									خدمات نجات غریق استخر یا ساحل
109644	107431	92111500	Maintenance of international peace and security									حفظ صلح و امنیت بین‌المللی
109645	109644	92111501	Dispute mediation or conciliation or negotiation or settlement									میانجیگری یا حل اختلاف
